          V_ref,             LF,             DF,             CL,             Cd,              A,         A(Cor),        CD(Cor)
        87.0469,      0.0892657,       0.139527,      0.0256053,      0.0400223,     0.00523599,     0.00590633,      0.0400354
        86.8855,      0.0793182,       0.129579,      0.0228365,      0.0373071,     0.00523599,     0.00583384,      0.0373175
        86.9002,      0.0790905,       0.129438,      0.0227632,      0.0372539,     0.00698131,     0.00757725,      0.0372643
        86.9295,      0.0890204,       0.139368,      0.0256039,      0.0400848,     0.00698131,     0.00765162,      0.0400979
        86.8415,      0.0881607,       0.148889,       0.025408,      0.0429101,      0.0122173,      0.0128825,       0.042923
        86.9002,       0.077634,       0.148725,       0.022344,      0.0428048,       0.015708,      0.0162929,      0.0428148
        86.9882,      0.0771954,       0.158579,      0.0221729,      0.0455488,      0.0174533,      0.0180338,      0.0455586
        87.0322,      0.0763494,       0.158144,      0.0219077,      0.0453778,      0.0226893,      0.0232628,      0.0453874
        87.0175,       0.066352,       0.158371,      0.0190454,      0.0454582,      0.0226893,      0.0231879,      0.0454654
        86.9002,      0.0661251,       0.168368,      0.0190316,      0.0484584,      0.0226893,      0.0231875,      0.0484656
        86.8269,      0.0661251,       0.168368,      0.0190638,      0.0485403,      0.0226893,      0.0231884,      0.0485475
        86.7389,      0.0661251,       0.168368,      0.0191025,      0.0486388,      0.0226893,      0.0231894,      0.0486461
        86.8415,      0.0661251,       0.168368,      0.0190573,      0.0485239,      0.0226893,      0.0231882,      0.0485311
        86.8415,       0.065226,       0.167979,      0.0187982,      0.0484118,      0.0279253,      0.0284174,      0.0484189
        86.9442,      0.0643326,        0.18784,       0.018497,      0.0540078,      0.0296706,      0.0301548,      0.0540147
        87.2375,      0.0726224,        0.20708,      0.0207403,      0.0591401,      0.0349066,      0.0354496,      0.0591487
        87.5455,      0.0722511,       0.206927,      0.0204893,      0.0586814,      0.0366519,      0.0371883,      0.0586898
        87.9415,      0.0711359,       0.206466,      0.0199918,      0.0580244,      0.0418879,      0.0424113,      0.0580324
        88.3962,      0.0715547,       0.196475,      0.0199031,      0.0546499,      0.0418879,      0.0424089,      0.0546579
        89.0269,      0.0515722,       0.197312,      0.0141424,      0.0541081,      0.0418879,      0.0422581,      0.0541121
        89.3935,       0.051991,       0.187321,      0.0141406,      0.0509477,      0.0418879,      0.0422581,      0.0509517
        89.7015,       0.062401,       0.176911,      0.0168555,      0.0477865,      0.0418879,      0.0423292,      0.0477922
        90.0389,      0.0614431,       0.176503,      0.0164727,      0.0473197,      0.0471239,      0.0475551,      0.0473251
        90.1415,      0.0614431,       0.176503,      0.0164352,       0.047212,      0.0471239,      0.0475541,      0.0472174
        90.2149,      0.0599602,       0.186076,      0.0160124,      0.0496918,      0.0523599,      0.0527791,       0.049697
        90.2882,      0.0689302,        0.18508,       0.018378,      0.0493455,      0.0575958,       0.058077,      0.0493523
        90.1709,      0.0682516,       0.184762,      0.0182444,       0.049389,      0.0610865,      0.0615641,      0.0493956
        90.0389,      0.0682516,       0.184762,       0.018298,      0.0495339,      0.0610865,      0.0615655,      0.0495406
        89.8629,      0.0682516,       0.184762,      0.0183697,      0.0497281,      0.0610865,      0.0615674,      0.0497349
        89.5255,      0.0588807,       0.175391,      0.0159672,      0.0475624,      0.0610865,      0.0615045,      0.0475675
        89.2909,      0.0588807,       0.175391,      0.0160513,      0.0478127,      0.0610865,      0.0615067,      0.0478179
        89.1002,      0.0601017,       0.155428,      0.0164543,      0.0425523,      0.0610865,      0.0615173,      0.0425577
        88.8949,      0.0498351,       0.155917,      0.0137067,      0.0428835,      0.0628318,      0.0631907,      0.0428873
        88.7189,      0.0486928,       0.155425,      0.0134457,       0.042918,      0.0698131,      0.0701652,      0.0429216
        88.6749,      0.0484069,       0.155301,        0.01338,      0.0429262,      0.0715585,      0.0719088,      0.0429298
        88.3669,      0.0567515,       0.164129,      0.0157961,      0.0456832,      0.0767945,       0.077208,      0.0456881
        88.1175,      0.0646574,       0.172674,      0.0180986,      0.0483342,      0.0837758,      0.0842496,      0.0483407
        87.9415,      0.0651868,       0.162545,      0.0183198,      0.0456812,      0.0855211,      0.0860007,      0.0456879
        87.7509,      0.0452598,       0.164254,       0.012775,      0.0463621,      0.0855211,      0.0858556,      0.0463653
        87.5162,      0.0370047,       0.145181,       0.010501,      0.0411987,      0.0855211,       0.085796,      0.0412009
        87.3989,      0.0378589,       0.135217,      0.0107723,      0.0384744,      0.0855211,      0.0858031,      0.0384767
        87.4135,      0.0296038,       0.116145,     0.00842055,      0.0330364,      0.0855211,      0.0857416,      0.0330378
        87.3255,      0.0298658,       0.105922,     0.00851221,      0.0301894,      0.0907571,      0.0909799,      0.0301908
        87.2229,      0.0398246,       0.105016,      0.0113774,      0.0300016,      0.0907571,      0.0910549,      0.0300042
        87.1935,      0.0382683,       0.114655,      0.0109401,      0.0327775,      0.0959931,      0.0962795,      0.0327799
        87.1495,      0.0382683,       0.114655,      0.0109512,      0.0328106,      0.0959931,      0.0962798,       0.032813
        87.3255,       0.047785,       0.113447,      0.0136194,      0.0323343,      0.0994837,      0.0998403,       0.032338
        87.3109,      0.0475661,       0.113322,      0.0135616,      0.0323094,       0.101229,       0.101584,      0.0323131
        87.2815,      0.0495872,      0.0934247,      0.0141474,      0.0266543,       0.101229,       0.101599,      0.0266583
        87.4575,      0.0505978,      0.0834759,      0.0143776,      0.0237201,       0.101229,       0.101605,      0.0237243
        87.7215,      0.0615571,      0.0725165,      0.0173867,      0.0204821,       0.101229,       0.101684,      0.0204882
        87.7655,      0.0625677,      0.0625677,      0.0176544,      0.0176544,       0.101229,       0.101691,      0.0176606
        87.8389,      0.0632278,      0.0522218,      0.0178109,      0.0147106,       0.106465,       0.106931,      0.0147169
        88.0149,      0.0629932,      0.0519563,      0.0176739,      0.0145773,       0.109956,       0.110418,      0.0145835
        87.9709,      0.0628756,      0.0518233,      0.0176586,      0.0145545,       0.111701,       0.112163,      0.0145607
        87.8389,      0.0627578,      0.0516901,      0.0176785,      0.0145608,       0.113446,       0.113909,       0.014567
        87.5602,      0.0626399,      0.0515568,      0.0177578,      0.0146158,       0.115192,       0.115657,      0.0146221
        87.3842,      0.0624034,      0.0512897,       0.017762,      0.0145987,       0.118682,       0.119147,       0.014605
        87.0322,        0.05476,      0.0325021,      0.0157128,     0.00932614,       0.120428,       0.120839,     0.00933108
        86.8122,     0.00632347,      0.0285814,     0.00182366,     0.00824275,       0.120428,       0.120475,     0.00824281
        86.7829,     0.00632347,      0.0285814,      0.0018249,     0.00824832,       0.120428,       0.120475,     0.00824839
        86.6509,     0.00872621,     0.00872621,     0.00252598,     0.00252598,       0.120428,       0.120494,     0.00252611
        86.5335,     0.00992757,    -0.00120137,     0.00288154,   -0.000348705,       0.120428,       0.120503,   -0.000348539
        86.2842,     0.00992332,    -0.00123601,     0.00289698,   -0.000360837,       0.123918,       0.123994,    -0.00036067
        86.1082,     0.00992115,    -0.00125333,      0.0029082,    -0.00036739,       0.125664,        0.12574,   -0.000367221
        85.8882,      0.0211342,      -0.012525,     0.00622685,    -0.00369029,         0.1309,       0.131063,    -0.00368951
        85.6682,      0.0198197,    -0.00267972,     0.00586959,   -0.000793599,        0.13439,       0.134544,    -0.00079291
        85.5362,      0.0297224,    -0.00407147,     0.00882948,    -0.00120949,       0.136136,       0.136367,    -0.00120793
        85.4629,      0.0396204,    -0.00549778,        0.01179,      -0.001636,       0.137881,        0.13819,    -0.00163322
        85.6095,      0.0536488,     -0.0365875,      0.0159099,     -0.0108502,       0.137881,       0.138297,     -0.0108452
        85.5509,      0.0563977,     -0.0563977,       0.016748,      -0.016748,       0.137881,       0.138319,     -0.0167424
        85.4189,      0.0563977,     -0.0563977,      0.0167998,     -0.0167998,       0.137881,       0.138321,     -0.0167942
        85.5509,      0.0677665,     -0.0677665,      0.0201241,     -0.0201241,       0.139626,       0.140153,      -0.020116
        85.5215,      0.0679443,     -0.0679443,      0.0201908,     -0.0201908,       0.143117,       0.143646,     -0.0201826
        85.4922,      0.0682095,     -0.0682095,      0.0202835,     -0.0202835,       0.148353,       0.148884,     -0.0202753
        85.3455,      0.0781851,     -0.0697929,      0.0233299,     -0.0208257,       0.150098,       0.150709,     -0.0208148
        85.4042,      0.0897673,     -0.0814148,      0.0267492,     -0.0242603,       0.153589,       0.154289,      -0.024246
        85.4482,       0.101293,     -0.0929607,      0.0301526,     -0.0276722,       0.155334,       0.156124,     -0.0276541
        85.2722,       0.104387,       -0.11272,      0.0312021,     -0.0336927,       0.155334,       0.156151,     -0.0336733
        85.1402,       0.105935,        -0.1226,      0.0317628,     -0.0367595,       0.155334,       0.156166,     -0.0367394
        85.1989,       0.107482,      -0.132479,      0.0321823,     -0.0396671,       0.155334,       0.156177,     -0.0396464
        85.3015,       0.109029,      -0.142359,       0.032567,     -0.0425227,       0.155334,       0.156187,     -0.0425015
        85.1989,       0.109228,      -0.142479,      0.0327053,     -0.0426612,        0.15708,       0.157936,     -0.0426398
        85.1842,       0.119694,      -0.144452,      0.0358513,     -0.0432668,       0.162316,       0.163254,     -0.0432411
        85.1549,        0.12028,      -0.144856,      0.0360515,     -0.0434179,       0.167552,       0.168495,      -0.043392
        85.0522,        0.12028,      -0.144856,      0.0361386,     -0.0435228,       0.167552,       0.168498,     -0.0434967
        84.8762,       0.133475,      -0.166244,      0.0402697,     -0.0501562,       0.167552,       0.168606,     -0.0501238
        84.6269,       0.145722,      -0.178249,      0.0442241,     -0.0540955,       0.172788,       0.173945,     -0.0540564
        84.5095,       0.149706,      -0.198255,      0.0455596,     -0.0603341,       0.176278,       0.177471,     -0.0602925
        84.4215,        0.15146,        -0.2081,      0.0461894,     -0.0634623,       0.176278,       0.177487,     -0.0634196
        84.3775,       0.161305,      -0.209853,      0.0492431,     -0.0640638,       0.176278,       0.177567,     -0.0640153
        84.3335,       0.153214,      -0.217945,      0.0468218,     -0.0666034,       0.176278,       0.177504,     -0.0665595
        84.0842,       0.163665,      -0.220021,      0.0503129,     -0.0676374,       0.179769,       0.181086,     -0.0675867
        84.0989,       0.157743,      -0.238048,      0.0484752,     -0.0731535,       0.181514,       0.182783,     -0.0731065
        84.1722,       0.168251,      -0.240159,      0.0516144,     -0.0736738,       0.185005,       0.186356,     -0.0736205
        84.2602,       0.168921,      -0.240463,      0.0517118,     -0.0736128,       0.188495,       0.189849,     -0.0735594
        84.4215,       0.181661,       -0.25265,      0.0553995,     -0.0770485,       0.193731,       0.195182,     -0.0769871
        84.4215,        0.19376,      -0.264564,      0.0590891,     -0.0806818,       0.195477,       0.197024,      -0.080612
        84.5829,       0.196079,      -0.274546,      0.0595685,     -0.0834066,       0.197222,       0.198782,     -0.0833356
        84.7149,       0.196079,      -0.274546,       0.059383,     -0.0831469,       0.197222,       0.198777,     -0.0830763
        84.7149,       0.207844,      -0.286311,      0.0629462,     -0.0867101,       0.197222,        0.19887,     -0.0866309
        84.6709,       0.209804,      -0.296117,      0.0636057,     -0.0897732,       0.197222,       0.198887,     -0.0896922
        84.6415,       0.210211,      -0.296298,      0.0637733,     -0.0898903,       0.198967,       0.200637,      -0.089809
        84.5829,       0.213456,      -0.306628,      0.0648477,     -0.0931533,       0.204203,       0.205901,     -0.0930692
        84.6562,       0.213456,      -0.306628,      0.0647354,      -0.092992,       0.204203,       0.205898,     -0.0929082
        84.5975,       0.214299,      -0.306975,      0.0650811,     -0.0932263,       0.207694,       0.209398,     -0.0931416
        84.5829,       0.229109,       -0.32897,      0.0696029,     -0.0999407,       0.211185,       0.213007,     -0.0998438
        84.6269,       0.232137,      -0.339099,      0.0704496,      -0.102911,       0.214675,        0.21652,      -0.102812
        84.5095,        0.23475,       -0.34904,      0.0714404,      -0.106222,       0.216421,       0.218291,       -0.10612
        84.5535,       0.237395,      -0.358972,      0.0721705,      -0.109131,       0.218166,       0.220055,      -0.109027
        84.4802,       0.251487,      -0.380663,      0.0765873,      -0.115926,       0.218166,       0.220171,      -0.115809
        84.5389,        0.26125,      -0.382827,      0.0794501,      -0.116423,       0.218166,       0.220246,      -0.116297
        84.5682,        0.26125,      -0.382827,       0.079395,      -0.116343,       0.218166,       0.220245,      -0.116217
        84.5242,       0.263414,       -0.39259,      0.0801361,      -0.119434,       0.218166,       0.220264,      -0.119306
        84.4949,       0.259138,      -0.410275,      0.0788898,      -0.124901,       0.221657,       0.223722,      -0.124776
        84.3922,       0.259715,      -0.410435,      0.0792581,      -0.125254,       0.223402,       0.225477,      -0.125128
        84.2749,       0.260868,      -0.410752,      0.0798317,        -0.1257,       0.226893,       0.228983,      -0.125572
        84.0695,       0.264301,      -0.420799,      0.0812779,      -0.129404,       0.230383,       0.232511,      -0.129272
        83.8642,       0.265481,      -0.421097,      0.0820411,      -0.130131,       0.233874,       0.236022,      -0.129996
        83.6002,       0.269614,      -0.431251,      0.0838453,      -0.134111,        0.23911,       0.241305,      -0.133971
        83.5709,       0.270218,       -0.43139,       0.084092,      -0.134249,       0.240855,       0.243057,      -0.134107
        83.4829,       0.270218,       -0.43139,      0.0842693,      -0.134532,       0.240855,       0.243062,       -0.13439
        83.3949,       0.277544,      -0.424064,      0.0867368,      -0.132527,       0.240855,       0.243126,      -0.132376
        83.4682,       0.277544,      -0.424064,      0.0865844,      -0.132294,       0.240855,       0.243122,      -0.132144
        83.5415,       0.277544,      -0.424064,      0.0864325,      -0.132062,       0.240855,       0.243118,      -0.131912
        83.8055,       0.278125,      -0.424223,      0.0860687,       -0.13128,       0.242601,       0.244854,      -0.131132
        83.8642,       0.281125,      -0.434083,      0.0868754,      -0.134144,       0.244346,        0.24662,      -0.133993
        83.9229,       0.282913,      -0.434536,      0.0873056,      -0.134096,       0.249582,       0.251868,      -0.133944
        84.1869,         0.2841,      -0.434831,      0.0871231,      -0.133347,       0.253073,       0.255354,      -0.133195
        84.2455,       0.295543,      -0.437818,       0.090506,      -0.134076,       0.258309,       0.260678,      -0.133912
        84.2749,       0.305792,      -0.440548,      0.0935795,      -0.134818,       0.260054,       0.262504,      -0.134643
        84.2162,       0.313506,       -0.46954,      0.0960739,       -0.14389,       0.260054,       0.262569,      -0.143706
        84.0989,       0.305792,      -0.440548,      0.0939716,      -0.135383,       0.260054,       0.262514,      -0.135206
        83.8055,       0.318649,      -0.488867,      0.0986092,      -0.151285,       0.260054,       0.262636,      -0.151091
        83.7175,       0.318649,      -0.488867,      0.0988166,      -0.151603,       0.260054,       0.262641,      -0.151408
        83.6149,       0.316699,      -0.515287,      0.0984533,      -0.160189,       0.260054,       0.262631,      -0.159995
        83.3655,       0.308482,      -0.512923,      0.0964734,      -0.160409,       0.263545,        0.26607,      -0.160223
        83.0722,       0.311826,      -0.522674,       0.098209,      -0.164615,        0.26529,       0.267861,      -0.164422
        82.8082,       0.312082,      -0.513413,      0.0989175,      -0.162731,       0.272271,       0.274861,      -0.162535
        82.5735,       0.294272,      -0.508152,      0.0938031,      -0.161981,       0.275762,       0.278218,      -0.161805
        82.1629,       0.231188,      -0.498582,       0.074433,      -0.160523,       0.279253,       0.281201,      -0.160412
        81.6495,       0.201136,       -0.48047,      0.0655743,      -0.156643,       0.282743,        0.28446,      -0.156557
        81.0775,       0.175117,      -0.481704,         0.0579,      -0.159268,       0.282743,       0.284259,      -0.159201
        80.6228,       0.175117,      -0.481704,      0.0585549,       -0.16107,       0.282743,       0.284276,      -0.161001
        80.2268,       0.149098,      -0.482937,      0.0503482,       -0.16308,       0.282743,       0.284061,       -0.16303
        80.0655,       0.129893,      -0.477357,      0.0440397,      -0.161846,       0.282743,       0.283896,      -0.161808
        79.9042,       0.121137,      -0.474289,      0.0412372,      -0.161456,       0.284489,       0.285568,      -0.161422
        79.9042,       0.116083,      -0.480478,      0.0395167,      -0.163563,       0.287979,       0.289014,      -0.163532
        80.0948,       0.109113,      -0.476672,      0.0369674,      -0.161496,       0.293215,       0.294183,      -0.161468
        80.1828,       0.114669,      -0.485251,      0.0387645,      -0.164042,       0.298451,       0.299466,      -0.164012
        80.4468,       0.115557,      -0.484916,      0.0388087,      -0.162854,       0.300197,       0.301213,      -0.162824
        80.6668,       0.116444,      -0.484581,      0.0388937,      -0.161855,       0.301942,        0.30296,      -0.161825
        80.8429,       0.116444,      -0.484581,      0.0387245,      -0.161151,       0.301942,       0.302956,      -0.161121
        81.0629,       0.103923,      -0.472059,      0.0343731,      -0.156136,       0.301942,       0.302842,      -0.156113
        81.0922,       0.103923,      -0.472059,      0.0343483,      -0.156023,       0.301942,       0.302841,         -0.156
        81.3122,      0.0943755,      -0.469086,      0.0310241,      -0.154202,       0.301942,       0.302754,      -0.154183
        81.3709,       0.078254,      -0.472686,      0.0256874,      -0.155162,       0.301942,       0.302614,      -0.155149
        81.5615,      0.0791619,      -0.472282,       0.025864,      -0.154305,       0.303687,       0.304364,      -0.154292
        81.8109,      0.0879649,      -0.490115,      0.0285653,      -0.159157,       0.308923,       0.309671,      -0.159141
        81.9135,       0.107018,      -0.496195,      0.0346654,      -0.160728,       0.308923,       0.309831,      -0.160704
        81.9869,       0.155554,      -0.511093,      0.0502972,      -0.165258,       0.310668,       0.311985,      -0.165207
        81.8549,       0.147848,       -0.50739,      0.0479598,       -0.16459,       0.314159,       0.315415,      -0.164544
        81.7669,       0.128827,       -0.50121,      0.0418796,      -0.162935,       0.314159,       0.315256,        -0.1629
        81.6055,       0.138337,        -0.5043,      0.0451493,      -0.164589,       0.314159,       0.315341,      -0.164548
        81.3562,       0.127539,      -0.490992,      0.0418804,      -0.161229,        0.31765,       0.318746,      -0.161194
        81.2535,       0.118039,      -0.487868,       0.038859,      -0.160609,        0.31765,       0.318667,      -0.160578
        81.2095,       0.118039,      -0.487868,      0.0389011,      -0.160783,        0.31765,       0.318668,      -0.160753
        81.5762,       0.118039,      -0.487868,      0.0385522,      -0.159341,        0.31765,       0.318659,      -0.159311
        81.7522,       0.140162,      -0.503615,      0.0455807,      -0.163776,        0.31765,       0.318843,      -0.163735
        81.8402,       0.140162,      -0.503615,      0.0454827,      -0.163424,        0.31765,       0.318841,      -0.163383
