Date:	9/24/2020
Time:	2:36 PM
Summary Notes:	




Data Timestamp        	q	V_ref	Alpha	NF/SF	AF/AF2	PM/YM	P	Orientation	Notes 
20200924 14:36:00.308  	5.179	45.01	16.0	0.06	-0.32	0.07	-0.072	Normal	
20200924 14:36:00.408  	5.263	45.37	16.0	0.06	-0.32	0.07	-0.072	Normal	
20200924 14:36:00.541  	5.376	45.86	16.0	0.06	-0.33	0.08	-0.073	Normal	
20200924 14:36:00.641  	5.444	46.15	16.0	0.07	-0.33	0.08	-0.073	Normal	
20200924 14:36:00.741  	5.495	46.36	16.0	0.06	-0.34	0.07	-0.073	Normal	
20200924 14:36:00.841  	5.600	46.80	16.0	0.07	-0.35	0.07	-0.073	Normal	
20200924 14:36:00.972  	5.719	47.29	16.0	0.08	-0.35	0.09	-0.073	Normal	
20200924 14:36:01.072  	5.809	47.67	16.0	0.08	-0.36	0.08	-0.073	Normal	
20200924 14:36:01.204  	5.928	48.15	16.0	0.08	-0.38	0.09	-0.073	Normal	
20200924 14:36:01.303  	6.045	48.62	16.0	0.09	-0.39	0.09	-0.072	Normal	
20200924 14:36:01.405  	6.156	49.07	16.0	0.09	-0.39	0.09	-0.072	Normal	
20200924 14:36:01.505  	6.233	49.37	16.0	0.09	-0.39	0.09	-0.072	Normal	
20200924 14:36:01.638  	6.333	49.77	16.0	0.09	-0.40	0.09	-0.072	Normal	
20200924 14:36:01.737  	6.414	50.09	16.0	0.11	-0.41	0.12	-0.071	Normal	
20200924 14:36:01.839  	6.487	50.37	16.0	0.11	-0.41	0.10	-0.072	Normal	
20200924 14:36:01.971  	6.562	50.66	16.0	0.11	-0.42	0.10	-0.072	Normal	
20200924 14:36:02.073  	6.642	50.97	16.0	0.11	-0.42	0.10	-0.072	Normal	
20200924 14:36:02.173  	6.703	51.20	16.0	0.11	-0.43	0.10	-0.072	Normal	
20200924 14:36:02.303  	6.786	51.52	16.0	0.12	-0.44	0.12	-0.072	Normal	
20200924 14:36:02.404  	6.831	51.69	16.0	0.13	-0.44	0.13	-0.072	Normal	
20200924 14:36:02.537  	6.919	52.02	16.0	0.12	-0.45	0.11	-0.072	Normal	
20200924 14:36:02.669  	6.989	52.28	16.0	0.13	-0.46	0.13	-0.071	Normal	
20200924 14:36:02.771  	7.061	52.55	16.0	0.13	-0.47	0.13	-0.071	Normal	
20200924 14:36:02.871  	7.156	52.91	16.0	0.12	-0.47	0.12	-0.071	Normal	
20200924 14:36:03.003  	7.295	53.42	16.0	0.12	-0.47	0.12	-0.071	Normal	
20200924 14:36:03.104  	7.392	53.77	16.0	0.12	-0.50	0.12	-0.071	Normal	
20200924 14:36:03.205  	7.481	54.09	16.0	0.12	-0.50	0.12	-0.072	Normal	
20200924 14:36:03.306  	7.595	54.50	16.0	0.12	-0.50	0.12	-0.072	Normal	
20200924 14:36:03.438  	7.724	54.97	16.0	0.14	-0.51	0.13	-0.072	Normal	
20200924 14:36:03.570  	7.823	55.32	16.0	0.14	-0.54	0.13	-0.072	Normal	
20200924 14:36:03.671  	7.923	55.67	16.0	0.10	-0.53	0.09	-0.072	Normal	
20200924 14:36:03.772  	8.006	55.96	16.0	0.13	-0.54	0.11	-0.072	Normal	
20200924 14:36:03.904  	8.121	56.36	16.0	0.10	-0.55	0.09	-0.072	Normal	
20200924 14:36:04.037  	8.299	56.97	16.0	0.10	-0.58	0.09	-0.072	Normal	
20200924 14:36:04.138  	8.409	57.35	16.0	0.10	-0.58	0.09	-0.072	Normal	
20200924 14:36:04.240  	8.558	57.86	16.0	0.09	-0.58	0.08	-0.072	Normal	
20200924 14:36:04.342  	8.670	58.23	16.0	0.10	-0.59	0.09	-0.073	Normal	
20200924 14:36:04.474  	8.837	58.79	16.0	0.10	-0.61	0.09	-0.073	Normal	
20200924 14:36:04.605  	8.971	59.24	16.0	0.09	-0.63	0.08	-0.073	Normal	
20200924 14:36:04.706  	8.997	59.32	16.0	0.08	-0.63	0.05	-0.073	Normal	
20200924 14:36:04.836  	9.040	59.46	16.0	0.08	-0.62	0.05	-0.073	Normal	
20200924 14:36:04.937  	9.032	59.44	16.0	0.08	-0.61	0.05	-0.073	Normal	
20200924 14:36:05.038  	9.033	59.44	16.0	0.07	-0.61	0.05	-0.072	Normal	
20200924 14:36:05.139  	9.006	59.35	16.0	0.07	-0.59	0.05	-0.072	Normal	
20200924 14:36:05.240  	8.994	59.31	16.0	0.07	-0.60	0.05	-0.073	Normal	
20200924 14:36:05.342  	8.977	59.26	16.0	0.06	-0.60	0.03	-0.073	Normal	
20200924 14:36:05.442  	8.961	59.20	16.0	0.06	-0.60	0.03	-0.073	Normal	
20200924 14:36:05.574  	8.941	59.14	16.0	0.05	-0.58	0.02	-0.073	Normal	
20200924 14:36:05.707  	8.931	59.10	16.0	0.06	-0.58	0.03	-0.074	Normal	
20200924 14:36:05.809  	8.975	59.25	16.0	0.06	-0.60	0.03	-0.073	Normal	
20200924 14:36:05.941  	8.997	59.32	16.0	0.07	-0.60	0.04	-0.073	Normal	
20200924 14:36:06.041  	9.014	59.38	16.0	0.07	-0.60	0.05	-0.073	Normal	
20200924 14:36:06.141  	9.049	59.50	16.0	0.07	-0.61	0.04	-0.074	Normal	
20200924 14:36:06.240  	9.056	59.52	16.0	0.07	-0.61	0.04	-0.073	Normal	
20200924 14:36:06.340  	9.083	59.60	16.0	0.07	-0.62	0.05	-0.074	Normal	
20200924 14:36:06.442  	9.078	59.59	16.0	0.08	-0.61	0.05	-0.074	Normal	
20200924 14:36:06.543  	9.078	59.59	16.0	0.08	-0.61	0.05	-0.074	Normal	
20200924 14:36:06.676  	9.087	59.62	16.0	0.08	-0.60	0.06	-0.074	Normal	
20200924 14:36:06.774  	9.125	59.74	16.0	0.08	-0.60	0.05	-0.074	Normal	
20200924 14:36:06.907  	9.121	59.73	16.0	0.08	-0.61	0.05	-0.074	Normal	
20200924 14:36:07.038  	9.120	59.73	16.0	0.08	-0.63	0.05	-0.074	Normal	
20200924 14:36:07.139  	9.133	59.77	16.0	0.08	-0.63	0.04	-0.074	Normal	
