Date:	9/24/2020
Time:	2:30 PM
Summary Notes:	




Data Timestamp        	q	V_ref	Alpha	NF/SF	AF/AF2	PM/YM	P	Orientation	Notes 
[yyyymmdd hh:mm:ss.sss]	[psf]	[mph]	[deg]	[lbf]	[lbf]	[in-lbf]	[inH2O]		
20200924 14:30:07.558  	2.027	28.16	2.0	0.06	0.04	0.07	-0.061	Normal	
20200924 14:30:07.660  	2.071	28.46	2.0	0.06	0.04	0.07	-0.061	Normal	
20200924 14:30:07.760  	2.113	28.75	2.0	0.06	0.04	0.07	-0.061	Normal	
20200924 14:30:07.860  	2.168	29.12	2.0	0.06	0.04	0.07	-0.061	Normal	
20200924 14:30:07.962  	2.233	29.55	2.0	0.06	0.04	0.07	-0.061	Normal	
20200924 14:30:08.094  	2.321	30.13	2.0	0.06	0.04	0.07	-0.060	Normal	
20200924 14:30:08.225  	2.409	30.70	2.0	0.06	0.05	0.07	-0.061	Normal	
20200924 14:30:08.325  	2.481	31.15	2.0	0.06	0.05	0.07	-0.061	Normal	
20200924 14:30:08.457  	2.572	31.72	2.0	0.06	0.05	0.07	-0.061	Normal	
20200924 14:30:08.557  	2.624	32.04	2.0	0.06	0.05	0.07	-0.061	Normal	
20200924 14:30:08.657  	2.682	32.39	2.0	0.06	0.05	0.07	-0.062	Normal	
20200924 14:30:08.758  	2.736	32.71	2.0	0.06	0.05	0.07	-0.062	Normal	
20200924 14:30:08.860  	2.796	33.07	2.0	0.06	0.05	0.07	-0.062	Normal	
20200924 14:30:08.960  	2.857	33.43	2.0	0.06	0.05	0.07	-0.062	Normal	
20200924 14:30:09.060  	2.917	33.78	2.0	0.06	0.05	0.07	-0.062	Normal	
20200924 14:30:09.189  	2.996	34.23	2.0	0.06	0.05	0.07	-0.062	Normal	
20200924 14:30:09.291  	3.052	34.55	2.0	0.06	0.05	0.06	-0.062	Normal	
20200924 14:30:09.423  	3.136	35.03	2.0	0.06	0.05	0.06	-0.061	Normal	
20200924 14:30:09.523  	3.199	35.38	2.0	0.06	0.05	0.07	-0.062	Normal	
20200924 14:30:09.625  	3.267	35.75	2.0	0.06	0.05	0.07	-0.062	Normal	
20200924 14:30:09.725  	3.325	36.06	2.0	0.06	0.05	0.07	-0.062	Normal	
20200924 14:30:09.856  	3.423	36.59	2.0	0.06	0.06	0.07	-0.062	Normal	
20200924 14:30:09.958  	3.505	37.03	2.0	0.06	0.06	0.07	-0.062	Normal	
20200924 14:30:10.058  	3.585	37.45	2.0	0.06	0.06	0.07	-0.063	Normal	
20200924 14:30:10.189  	3.696	38.02	2.0	0.06	0.06	0.07	-0.063	Normal	
20200924 14:30:10.290  	3.784	38.47	2.0	0.06	0.06	0.07	-0.063	Normal	
20200924 14:30:10.390  	3.882	38.97	2.0	0.06	0.06	0.07	-0.063	Normal	
20200924 14:30:10.491  	3.975	39.43	2.0	0.06	0.06	0.07	-0.063	Normal	
20200924 14:30:10.590  	4.066	39.88	2.0	0.06	0.06	0.07	-0.063	Normal	
20200924 14:30:10.691  	4.156	40.32	2.0	0.07	0.06	0.07	-0.063	Normal	
20200924 14:30:10.791  	4.246	40.76	2.0	0.07	0.07	0.07	-0.063	Normal	
20200924 14:30:10.892  	4.326	41.14	2.0	0.07	0.07	0.07	-0.063	Normal	
20200924 14:30:11.023  	4.433	41.64	2.0	0.07	0.07	0.08	-0.063	Normal	
20200924 14:30:11.125  	4.500	41.96	2.0	0.07	0.07	0.08	-0.062	Normal	
20200924 14:30:11.228  	4.591	42.38	2.0	0.07	0.07	0.07	-0.062	Normal	
20200924 14:30:11.329  	4.678	42.78	2.0	0.07	0.06	0.07	-0.062	Normal	
20200924 14:30:11.461  	4.771	43.20	2.0	0.07	0.07	0.07	-0.061	Normal	
20200924 14:30:11.594  	4.861	43.61	2.0	0.07	0.07	0.07	-0.061	Normal	
20200924 14:30:11.725  	4.951	44.01	2.0	0.07	0.07	0.07	-0.061	Normal	
20200924 14:30:11.824  	5.012	44.28	2.0	0.07	0.07	0.07	-0.061	Normal	
20200924 14:30:11.925  	5.054	44.46	2.0	0.07	0.07	0.07	-0.061	Normal	
20200924 14:30:12.058  	5.140	44.84	2.0	0.07	0.07	0.08	-0.062	Normal	
20200924 14:30:12.159  	5.195	45.08	2.0	0.07	0.07	0.08	-0.062	Normal	
20200924 14:30:12.289  	5.287	45.47	2.0	0.07	0.07	0.08	-0.062	Normal	
20200924 14:30:12.389  	5.366	45.82	2.0	0.07	0.07	0.08	-0.063	Normal	
20200924 14:30:12.523  	5.487	46.33	2.0	0.08	0.07	0.08	-0.063	Normal	
20200924 14:30:12.624  	5.593	46.77	2.0	0.08	0.07	0.08	-0.063	Normal	
20200924 14:30:12.724  	5.703	47.23	2.0	0.08	0.07	0.08	-0.063	Normal	
20200924 14:30:12.826  	5.822	47.72	2.0	0.08	0.08	0.08	-0.063	Normal	
20200924 14:30:12.956  	5.944	48.22	2.0	0.08	0.08	0.08	-0.063	Normal	
20200924 14:30:13.090  	6.072	48.73	2.0	0.08	0.08	0.09	-0.063	Normal	
20200924 14:30:13.193  	6.172	49.13	2.0	0.08	0.08	0.09	-0.063	Normal	
20200924 14:30:13.325  	6.320	49.72	2.0	0.08	0.08	0.09	-0.063	Normal	
20200924 14:30:13.425  	6.429	50.15	2.0	0.08	0.08	0.09	-0.063	Normal	
20200924 14:30:13.525  	6.568	50.69	2.0	0.08	0.08	0.09	-0.062	Normal	
20200924 14:30:13.657  	6.776	51.48	2.0	0.09	0.09	0.09	-0.062	Normal	
20200924 14:30:13.790  	6.986	52.27	2.0	0.09	0.09	0.09	-0.062	Normal	
20200924 14:30:13.923  	7.168	52.95	2.0	0.09	0.09	0.09	-0.062	Normal	
20200924 14:30:14.023  	7.331	53.55	2.0	0.09	0.09	0.09	-0.063	Normal	
20200924 14:30:14.124  	7.485	54.11	2.0	0.09	0.09	0.09	-0.063	Normal	
20200924 14:30:14.256  	7.676	54.80	2.0	0.09	0.09	0.10	-0.063	Normal	
20200924 14:30:14.356  	7.812	55.28	2.0	0.09	0.09	0.10	-0.063	Normal	
20200924 14:30:14.458  	7.950	55.76	2.0	0.09	0.09	0.10	-0.063	Normal	
20200924 14:30:14.589  	8.107	56.31	2.0	0.09	0.09	0.09	-0.063	Normal	
20200924 14:30:14.690  	8.196	56.62	2.0	0.09	0.09	0.09	-0.063	Normal	
20200924 14:30:14.791  	8.288	56.94	2.0	0.09	0.09	0.09	-0.063	Normal	
20200924 14:30:14.924  	8.427	57.41	2.0	0.09	0.09	0.09	-0.063	Normal	
20200924 14:30:15.058  	8.598	57.99	2.0	0.10	0.10	0.10	-0.063	Normal	
20200924 14:30:15.160  	8.741	58.47	2.0	0.09	0.09	0.09	-0.063	Normal	
20200924 14:30:15.262  	8.905	59.02	2.0	0.08	0.09	0.08	-0.062	Normal	
20200924 14:30:15.395  	9.095	59.64	2.1	0.08	0.09	0.08	-0.062	Normal	
20200924 14:30:15.527  	9.265	60.20	2.0	0.09	0.09	0.09	-0.061	Normal	
20200924 14:30:15.659  	9.412	60.67	2.0	0.09	0.09	0.09	-0.061	Normal	
20200924 14:30:15.758  	9.478	60.89	2.0	0.09	0.09	0.09	-0.061	Normal	
20200924 14:30:15.856  	9.542	61.09	2.0	0.08	0.09	0.08	-0.061	Normal	
20200924 14:30:15.990  	9.616	61.33	2.0	0.08	0.09	0.08	-0.061	Normal	
20200924 14:30:16.091  	9.692	61.57	2.0	0.08	0.10	0.09	-0.062	Normal	
20200924 14:30:16.192  	9.782	61.86	2.0	0.08	0.11	0.08	-0.061	Normal	
20200924 14:30:16.291  	9.892	62.20	2.0	0.09	0.11	0.09	-0.062	Normal	
20200924 14:30:16.424  	10.061	62.73	2.1	0.09	0.11	0.09	-0.061	Normal	
20200924 14:30:16.525  	10.214	63.21	2.0	0.09	0.11	0.09	-0.061	Normal	
20200924 14:30:16.624  	10.421	63.84	2.1	0.09	0.12	0.09	-0.061	Normal	
20200924 14:30:16.723  	10.589	64.36	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:16.824  	10.773	64.91	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:16.924  	10.946	65.43	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:17.056  	11.139	66.01	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:17.157  	11.281	66.43	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:17.258  	11.399	66.77	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:17.356  	11.460	66.95	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:17.459  	11.532	67.16	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:17.589  	11.573	67.28	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:17.690  	11.604	67.37	2.1	0.09	0.12	0.09	-0.061	Normal	
20200924 14:30:17.789  	11.630	67.45	2.1	0.09	0.12	0.09	-0.061	Normal	
20200924 14:30:17.891  	11.617	67.41	2.1	0.09	0.13	0.09	-0.061	Normal	
20200924 14:30:18.021  	11.654	67.51	2.1	0.09	0.11	0.09	-0.061	Normal	
20200924 14:30:18.123  	11.644	67.49	2.1	0.09	0.11	0.09	-0.061	Normal	
20200924 14:30:18.224  	11.628	67.44	2.1	0.09	0.11	0.09	-0.061	Normal	
20200924 14:30:18.325  	11.581	67.31	2.1	0.09	0.10	0.08	-0.061	Normal	
20200924 14:30:18.425  	11.546	67.20	2.1	0.08	0.10	0.08	-0.061	Normal	
20200924 14:30:18.526  	11.502	67.07	2.1	0.08	0.09	0.08	-0.061	Normal	
20200924 14:30:18.657  	11.472	66.99	2.1	0.08	0.09	0.08	-0.061	Normal	
20200924 14:30:18.756  	11.504	67.08	2.1	0.08	0.09	0.08	-0.061	Normal	
20200924 14:30:18.857  	11.523	67.14	2.1	0.09	0.10	0.08	-0.061	Normal	
20200924 14:30:18.960  	11.613	67.40	2.0	0.09	0.12	0.09	-0.061	Normal	
20200924 14:30:19.090  	11.738	67.76	2.1	0.09	0.12	0.09	-0.061	Normal	
20200924 14:30:19.191  	11.867	68.13	2.0	0.09	0.14	0.09	-0.061	Normal	
20200924 14:30:19.290  	11.987	68.47	2.0	0.09	0.14	0.10	-0.061	Normal	
20200924 14:30:19.390  	12.101	68.80	2.1	0.09	0.14	0.09	-0.061	Normal	
20200924 14:30:19.491  	12.220	69.14	2.0	0.09	0.14	0.09	-0.061	Normal	
20200924 14:30:19.591  	12.340	69.48	2.0	0.10	0.14	0.09	-0.061	Normal	
20200924 14:30:19.724  	12.539	70.03	2.0	0.10	0.14	0.09	-0.062	Normal	
20200924 14:30:19.826  	12.660	70.37	2.1	0.10	0.15	0.09	-0.062	Normal	
20200924 14:30:19.926  	12.828	70.84	2.0	0.10	0.15	0.10	-0.061	Normal	
