Date:	9/24/2020
Time:	2:13 PM
Summary Notes:	




Data Timestamp        	q	V_ref	Alpha	NF/SF	AF/AF2	PM/YM	P	Orientation	Notes 
[yyyymmdd hh:mm:ss.sss]	[psf]	[mph]	[deg]	[lbf]	[lbf]	[in-lbf]	[inH2O]		
20200924 14:13:09.102  	11.930	68.31	12.1	0.63	0.30	0.59	-0.013	Normal	
20200924 14:13:09.137  	11.947	68.36	12.1	0.63	0.30	0.59	-0.013	Normal	
20200924 14:13:09.170  	11.972	68.43	12.1	0.63	0.29	0.59	-0.013	Normal	
20200924 14:13:09.202  	11.966	68.41	12.1	0.64	0.30	0.60	-0.013	Normal	
20200924 14:13:09.235  	11.980	68.45	12.1	0.64	0.30	0.60	-0.013	Normal	
20200924 14:13:09.267  	12.009	68.54	12.1	0.64	0.30	0.60	-0.013	Normal	
20200924 14:13:14.382  	11.898	68.22	14.0	0.60	0.18	0.54	-0.011	Normal	
20200924 14:13:14.416  	11.895	68.21	14.0	0.60	0.18	0.54	-0.011	Normal	
20200924 14:13:14.451  	11.907	68.25	14.0	0.61	0.18	0.55	-0.012	Normal	
20200924 14:13:14.485  	11.920	68.28	14.0	0.61	0.18	0.55	-0.012	Normal	
20200924 14:13:14.518  	11.910	68.25	14.0	0.61	0.23	0.56	-0.012	Normal	
20200924 14:13:14.551  	11.915	68.27	14.0	0.61	0.24	0.56	-0.012	Normal	
20200924 14:13:14.583  	11.945	68.35	14.0	0.61	0.24	0.56	-0.012	Normal	
20200924 14:13:14.617  	11.924	68.29	14.0	0.62	0.24	0.56	-0.012	Normal	
20200924 14:13:14.651  	11.941	68.34	14.0	0.62	0.24	0.56	-0.013	Normal	
20200924 14:13:14.684  	11.955	68.38	14.0	0.62	0.24	0.56	-0.013	Normal	
20200924 14:13:19.281  	11.176	66.12	16.0	0.54	0.37	0.50	-0.012	Normal	
20200924 14:13:19.314  	11.159	66.07	16.0	0.53	0.37	0.48	-0.012	Normal	
20200924 14:13:19.347  	11.149	66.04	16.0	0.52	0.37	0.48	-0.012	Normal	
20200924 14:13:19.380  	11.161	66.07	16.0	0.52	0.37	0.48	-0.012	Normal	
20200924 14:13:19.413  	11.157	66.06	16.0	0.52	0.38	0.47	-0.012	Normal	
20200924 14:13:19.447  	11.155	66.06	16.0	0.52	0.38	0.47	-0.012	Normal	
20200924 14:13:19.480  	11.163	66.08	16.0	0.52	0.40	0.47	-0.012	Normal	
20200924 14:13:19.514  	11.180	66.13	16.0	0.51	0.42	0.45	-0.013	Normal	
20200924 14:13:19.548  	11.173	66.11	16.0	0.51	0.42	0.45	-0.013	Normal	
20200924 14:13:19.581  	11.186	66.15	16.0	0.51	0.40	0.45	-0.012	Normal	
20200924 14:13:24.029  	11.888	68.19	18.0	0.66	0.34	0.62	-0.013	Normal	
20200924 14:13:24.064  	11.873	68.15	18.0	0.65	0.34	0.61	-0.013	Normal	
20200924 14:13:24.099  	11.861	68.11	18.0	0.64	0.41	0.60	-0.013	Normal	
20200924 14:13:24.133  	11.834	68.04	18.0	0.64	0.43	0.60	-0.013	Normal	
20200924 14:13:24.165  	11.831	68.03	18.0	0.62	0.43	0.57	-0.013	Normal	
20200924 14:13:24.200  	11.805	67.95	18.0	0.61	0.45	0.57	-0.013	Normal	
20200924 14:13:24.234  	11.793	67.92	18.0	0.61	0.45	0.57	-0.013	Normal	
20200924 14:13:24.267  	11.779	67.88	18.0	0.61	0.45	0.57	-0.013	Normal	
20200924 14:13:24.301  	11.763	67.83	18.0	0.60	0.45	0.57	-0.013	Normal	
20200924 14:13:24.335  	11.785	67.89	18.0	0.58	0.45	0.55	-0.013	Normal	
