Date:	9/24/2020
Time:	2:34 PM
Summary Notes:	




Data Timestamp        	q	V_ref	Alpha	NF/SF	AF/AF2	PM/YM	P	Orientation	Notes 
20200924 14:34:06.888  	5.473	46.27	10.1	0.08	-0.20	0.08	-0.068	Normal	
20200924 14:34:07.022  	5.629	46.92	10.1	0.08	-0.20	0.08	-0.068	Normal	
20200924 14:34:07.154  	5.774	47.52	10.1	0.08	-0.20	0.08	-0.068	Normal	
20200924 14:34:07.255  	5.869	47.91	10.1	0.08	-0.21	0.08	-0.068	Normal	
20200924 14:34:07.354  	5.954	48.26	10.1	0.08	-0.22	0.08	-0.068	Normal	
20200924 14:34:07.455  	6.036	48.59	10.1	0.09	-0.22	0.08	-0.068	Normal	
20200924 14:34:07.554  	6.128	48.96	10.1	0.09	-0.22	0.09	-0.068	Normal	
20200924 14:34:07.655  	6.202	49.25	10.1	0.09	-0.23	0.09	-0.068	Normal	
20200924 14:34:07.755  	6.280	49.56	10.1	0.09	-0.23	0.09	-0.068	Normal	
20200924 14:34:07.856  	6.358	49.87	10.1	0.09	-0.24	0.08	-0.068	Normal	
20200924 14:34:07.957  	6.449	50.22	10.1	0.09	-0.24	0.09	-0.068	Normal	
20200924 14:34:08.057  	6.531	50.54	10.1	0.09	-0.24	0.09	-0.068	Normal	
20200924 14:34:08.190  	6.673	51.09	10.1	0.09	-0.25	0.09	-0.069	Normal	
20200924 14:34:08.290  	6.779	51.49	10.1	0.10	-0.25	0.09	-0.069	Normal	
20200924 14:34:08.393  	6.872	51.85	10.1	0.10	-0.26	0.10	-0.069	Normal	
20200924 14:34:08.524  	7.014	52.38	10.1	0.10	-0.26	0.10	-0.069	Normal	
20200924 14:34:08.625  	7.094	52.68	10.1	0.10	-0.27	0.10	-0.069	Normal	
20200924 14:34:08.726  	7.202	53.08	10.1	0.10	-0.27	0.10	-0.070	Normal	
20200924 14:34:08.859  	7.330	53.55	10.1	0.11	-0.28	0.11	-0.070	Normal	
20200924 14:34:08.958  	7.405	53.82	10.1	0.11	-0.28	0.11	-0.070	Normal	
20200924 14:34:09.059  	7.507	54.19	10.1	0.12	-0.28	0.11	-0.070	Normal	
20200924 14:34:09.160  	7.641	54.67	10.1	0.12	-0.28	0.12	-0.071	Normal	
20200924 14:34:09.260  	7.788	55.19	10.1	0.12	-0.30	0.12	-0.071	Normal	
20200924 14:34:09.362  	7.921	55.66	10.1	0.13	-0.30	0.13	-0.071	Normal	
20200924 14:34:09.464  	8.067	56.17	10.1	0.14	-0.31	0.14	-0.071	Normal	
20200924 14:34:09.563  	8.212	56.68	10.1	0.14	-0.31	0.14	-0.071	Normal	
20200924 14:34:09.663  	8.345	57.13	10.1	0.14	-0.32	0.14	-0.071	Normal	
20200924 14:34:09.794  	8.474	57.57	10.1	0.15	-0.32	0.15	-0.070	Normal	
20200924 14:34:09.925  	8.626	58.09	10.1	0.16	-0.33	0.16	-0.070	Normal	
20200924 14:34:10.056  	8.791	58.64	10.1	0.17	-0.33	0.17	-0.070	Normal	
20200924 14:34:10.186  	8.929	59.10	10.1	0.17	-0.34	0.17	-0.069	Normal	
20200924 14:34:10.318  	9.108	59.69	10.1	0.17	-0.34	0.18	-0.069	Normal	
20200924 14:34:10.448  	9.328	60.40	10.1	0.18	-0.34	0.19	-0.068	Normal	
20200924 14:34:10.579  	9.514	61.00	10.1	0.19	-0.35	0.20	-0.068	Normal	
20200924 14:34:10.681  	9.642	61.41	10.2	0.20	-0.35	0.21	-0.068	Normal	
20200924 14:34:10.782  	9.760	61.79	10.1	0.21	-0.38	0.22	-0.069	Normal	
20200924 14:34:10.881  	9.916	62.28	10.2	0.21	-0.38	0.22	-0.069	Normal	
20200924 14:34:11.014  	10.040	62.67	10.2	0.21	-0.40	0.22	-0.069	Normal	
20200924 14:34:11.146  	10.132	62.95	10.2	0.22	-0.40	0.23	-0.070	Normal	
20200924 14:34:11.278  	10.292	63.45	10.2	0.22	-0.40	0.24	-0.070	Normal	
20200924 14:34:11.379  	10.415	63.82	10.2	0.24	-0.40	0.25	-0.070	Normal	
20200924 14:34:11.510  	10.548	64.23	10.2	0.24	-0.41	0.26	-0.070	Normal	
20200924 14:34:11.641  	10.694	64.67	10.2	0.25	-0.42	0.27	-0.070	Normal	
20200924 14:34:11.771  	10.877	65.23	10.2	0.25	-0.42	0.27	-0.070	Normal	
20200924 14:34:11.905  	10.973	65.51	10.2	0.25	-0.43	0.27	-0.069	Normal	
20200924 14:34:12.036  	11.041	65.72	10.2	0.25	-0.44	0.27	-0.069	Normal	
20200924 14:34:12.137  	11.114	65.93	10.2	0.25	-0.44	0.27	-0.068	Normal	
20200924 14:34:12.239  	11.170	66.10	10.2	0.25	-0.44	0.27	-0.068	Normal	
20200924 14:34:12.340  	11.161	66.07	10.2	0.26	-0.46	0.28	-0.068	Normal	
20200924 14:34:12.442  	11.123	65.96	10.2	0.26	-0.46	0.28	-0.068	Normal	
20200924 14:34:12.544  	11.119	65.95	10.2	0.26	-0.46	0.28	-0.069	Normal	
20200924 14:34:12.645  	11.106	65.91	10.2	0.26	-0.46	0.28	-0.069	Normal	
20200924 14:34:12.776  	11.089	65.86	10.2	0.26	-0.46	0.28	-0.070	Normal	
20200924 14:34:12.906  	11.095	65.88	10.2	0.26	-0.45	0.28	-0.070	Normal	
20200924 14:34:13.005  	11.150	66.04	10.2	0.26	-0.45	0.28	-0.070	Normal	
20200924 14:34:13.137  	11.186	66.15	10.2	0.26	-0.45	0.27	-0.070	Normal	
20200924 14:34:13.239  	11.230	66.28	10.2	0.26	-0.45	0.28	-0.069	Normal	
20200924 14:34:13.338  	11.219	66.25	10.2	0.26	-0.45	0.28	-0.069	Normal	
20200924 14:34:13.438  	11.234	66.29	10.2	0.27	-0.45	0.29	-0.069	Normal	
20200924 14:34:13.571  	11.226	66.26	10.2	0.27	-0.45	0.28	-0.068	Normal	
20200924 14:34:13.671  	11.201	66.19	10.2	0.27	-0.44	0.28	-0.068	Normal	
20200924 14:34:13.771  	11.198	66.18	10.2	0.27	-0.45	0.28	-0.068	Normal	
20200924 14:34:13.872  	11.197	66.18	10.2	0.26	-0.45	0.27	-0.068	Normal	
20200924 14:34:13.971  	11.206	66.21	10.2	0.26	-0.45	0.27	-0.068	Normal	
20200924 14:34:14.073  	11.178	66.12	10.2	0.26	-0.45	0.27	-0.069	Normal	
20200924 14:34:14.204  	11.194	66.17	10.2	0.26	-0.45	0.27	-0.069	Normal	
20200924 14:34:14.305  	11.149	66.04	10.2	0.26	-0.47	0.27	-0.069	Normal	
20200924 14:34:14.405  	11.119	65.95	10.2	0.25	-0.45	0.27	-0.069	Normal	
