Date:	9/24/2020
Time:	2:29 PM
Summary Notes:	




Data Timestamp        	q	V_ref	Alpha	NF/SF	AF/AF2	PM/YM	P	Orientation	Notes 
[yyyymmdd hh:mm:ss.sss]	[psf]	[mph]	[deg]	[lbf]	[lbf]	[in-lbf]	[inH2O]		
20200924 14:29:12.774  	1.204	21.70	0.1	0.03	-0.01	0.04	-0.056	Normal	
20200924 14:29:12.874  	1.245	22.06	0.1	0.03	-0.01	0.04	-0.056	Normal	
20200924 14:29:12.975  	1.286	22.43	0.1	0.03	-0.01	0.04	-0.056	Normal	
20200924 14:29:13.075  	1.333	22.83	0.1	0.03	-0.01	0.04	-0.056	Normal	
20200924 14:29:13.176  	1.375	23.19	0.1	0.03	-0.01	0.04	-0.057	Normal	
20200924 14:29:13.276  	1.416	23.54	0.1	0.03	-0.01	0.04	-0.057	Normal	
20200924 14:29:13.407  	1.470	23.98	0.1	0.03	-0.01	0.04	-0.057	Normal	
20200924 14:29:13.508  	1.520	24.38	0.1	0.03	-0.01	0.05	-0.057	Normal	
20200924 14:29:13.640  	1.581	24.86	0.1	0.03	-0.00	0.05	-0.057	Normal	
20200924 14:29:13.740  	1.622	25.19	0.1	0.03	0.00	0.05	-0.058	Normal	
20200924 14:29:13.841  	1.669	25.55	0.1	0.03	0.00	0.05	-0.058	Normal	
20200924 14:29:13.942  	1.714	25.89	0.1	0.03	0.00	0.05	-0.058	Normal	
20200924 14:29:14.042  	1.766	26.28	0.1	0.03	0.00	0.05	-0.058	Normal	
20200924 14:29:14.173  	1.819	26.67	0.1	0.03	0.01	0.05	-0.058	Normal	
20200924 14:29:14.273  	1.863	26.99	0.1	0.03	0.01	0.05	-0.058	Normal	
20200924 14:29:14.374  	1.918	27.39	0.1	0.03	0.01	0.05	-0.058	Normal	
20200924 14:29:14.507  	1.979	27.82	0.1	0.03	0.02	0.05	-0.058	Normal	
20200924 14:29:14.607  	2.034	28.20	0.1	0.03	0.02	0.05	-0.058	Normal	
20200924 14:29:14.707  	2.084	28.55	0.1	0.03	0.03	0.05	-0.058	Normal	
20200924 14:29:14.807  	2.139	28.93	0.1	0.03	0.03	0.05	-0.058	Normal	
20200924 14:29:14.909  	2.200	29.33	0.1	0.04	0.04	0.05	-0.058	Normal	
20200924 14:29:15.009  	2.252	29.68	0.1	0.04	0.04	0.05	-0.057	Normal	
20200924 14:29:15.141  	2.330	30.19	0.1	0.03	0.04	0.04	-0.057	Normal	
20200924 14:29:15.274  	2.402	30.65	0.1	0.03	0.04	0.05	-0.056	Normal	
20200924 14:29:15.375  	2.458	31.01	0.0	0.03	0.04	0.04	-0.056	Normal	
20200924 14:29:15.474  	2.512	31.35	0.1	0.03	0.04	0.04	-0.056	Normal	
20200924 14:29:15.607  	2.583	31.78	0.1	0.03	0.03	0.04	-0.056	Normal	
20200924 14:29:15.708  	2.638	32.12	0.1	0.03	0.02	0.04	-0.056	Normal	
20200924 14:29:15.808  	2.698	32.49	0.1	0.04	0.02	0.04	-0.056	Normal	
20200924 14:29:15.911  	2.767	32.90	0.1	0.04	0.02	0.05	-0.056	Normal	
20200924 14:29:16.042  	2.858	33.43	0.1	0.04	0.02	0.04	-0.056	Normal	
20200924 14:29:16.174  	2.951	33.98	0.1	0.04	0.02	0.05	-0.056	Normal	
20200924 14:29:16.273  	3.024	34.39	0.1	0.04	0.02	0.04	-0.056	Normal	
20200924 14:29:16.374  	3.089	34.76	0.1	0.03	0.03	0.04	-0.057	Normal	
20200924 14:29:16.506  	3.179	35.26	0.1	0.03	0.03	0.04	-0.057	Normal	
20200924 14:29:16.605  	3.244	35.62	0.1	0.03	0.03	0.04	-0.058	Normal	
20200924 14:29:16.707  	3.323	36.05	0.1	0.03	0.03	0.04	-0.058	Normal	
20200924 14:29:16.808  	3.415	36.55	0.1	0.03	0.02	0.04	-0.058	Normal	
20200924 14:29:16.909  	3.506	37.03	0.1	0.03	0.02	0.04	-0.058	Normal	
20200924 14:29:17.009  	3.597	37.51	0.1	0.04	0.03	0.04	-0.058	Normal	
20200924 14:29:17.140  	3.702	38.05	0.1	0.03	0.01	0.04	-0.057	Normal	
20200924 14:29:17.241  	3.773	38.42	0.1	0.02	0.03	0.03	-0.057	Normal	
20200924 14:29:17.341  	3.851	38.81	0.1	0.02	0.03	0.03	-0.057	Normal	
20200924 14:29:17.442  	3.926	39.19	0.1	0.02	0.03	0.03	-0.057	Normal	
20200924 14:29:17.573  	3.999	39.55	0.1	0.03	0.04	0.04	-0.057	Normal	
20200924 14:29:17.707  	4.077	39.94	0.1	0.03	0.03	0.04	-0.057	Normal	
20200924 14:29:17.808  	4.142	40.25	0.1	0.03	0.03	0.04	-0.057	Normal	
20200924 14:29:17.940  	4.249	40.77	0.1	0.03	0.03	0.04	-0.057	Normal	
20200924 14:29:18.041  	4.316	41.09	0.1	0.05	0.03	0.05	-0.057	Normal	
20200924 14:29:18.142  	4.399	41.48	0.1	0.05	0.02	0.05	-0.057	Normal	
20200924 14:29:18.274  	4.516	42.03	0.1	0.03	0.02	0.03	-0.057	Normal	
20200924 14:29:18.407  	4.648	42.64	0.1	0.02	0.02	0.03	-0.057	Normal	
20200924 14:29:18.506  	4.735	43.04	0.1	0.02	0.02	0.03	-0.057	Normal	
20200924 14:29:18.607  	4.814	43.39	0.1	0.02	0.03	0.03	-0.057	Normal	
20200924 14:29:18.707  	4.903	43.79	0.1	0.02	0.04	0.02	-0.057	Normal	
20200924 14:29:18.840  	5.022	44.32	0.1	0.02	0.07	0.01	-0.058	Normal	
20200924 14:29:18.940  	5.125	44.77	0.1	0.02	0.08	0.01	-0.058	Normal	
20200924 14:29:19.040  	5.221	45.19	0.1	0.00	0.08	-0.00	-0.058	Normal	
20200924 14:29:19.142  	5.336	45.69	0.1	-0.00	0.08	-0.00	-0.058	Normal	
20200924 14:29:19.244  	5.455	46.19	0.1	-0.01	0.08	-0.00	-0.058	Normal	
20200924 14:29:19.345  	5.567	46.66	0.1	0.01	0.06	0.00	-0.057	Normal	
20200924 14:29:19.477  	5.709	47.26	0.1	0.02	0.05	0.01	-0.057	Normal	
20200924 14:29:19.609  	5.837	47.78	0.1	0.02	0.06	0.02	-0.057	Normal	
20200924 14:29:19.740  	5.951	48.25	0.1	0.02	0.06	0.01	-0.057	Normal	
20200924 14:29:19.841  	6.024	48.54	0.1	0.02	0.06	0.01	-0.058	Normal	
20200924 14:29:19.941  	6.102	48.85	0.1	0.02	0.06	0.01	-0.058	Normal	
20200924 14:29:20.042  	6.177	49.16	0.1	0.02	0.07	0.01	-0.058	Normal	
20200924 14:29:20.142  	6.248	49.43	0.1	0.02	0.07	0.01	-0.058	Normal	
20200924 14:29:20.275  	6.352	49.84	0.1	0.02	0.08	0.01	-0.057	Normal	
20200924 14:29:20.375  	6.454	50.24	0.1	0.02	0.08	0.02	-0.057	Normal	
20200924 14:29:20.476  	6.567	50.68	0.1	0.02	0.09	0.02	-0.057	Normal	
20200924 14:29:20.575  	6.706	51.22	0.1	0.02	0.09	0.02	-0.057	Normal	
20200924 14:29:20.677  	6.836	51.71	0.1	0.02	0.10	0.03	-0.057	Normal	
20200924 14:29:20.809  	7.008	52.35	0.1	0.02	0.10	0.03	-0.057	Normal	
20200924 14:29:20.910  	7.147	52.87	0.1	0.02	0.10	0.02	-0.057	Normal	
20200924 14:29:21.041  	7.332	53.55	0.1	0.03	0.11	0.02	-0.057	Normal	
20200924 14:29:21.142  	7.480	54.09	0.1	0.03	0.12	0.02	-0.057	Normal	
20200924 14:29:21.241  	7.612	54.57	0.1	0.03	0.12	0.02	-0.057	Normal	
20200924 14:29:21.341  	7.745	55.04	0.1	0.03	0.12	0.03	-0.057	Normal	
20200924 14:29:21.473  	7.922	55.66	0.1	0.03	0.13	0.03	-0.058	Normal	
20200924 14:29:21.573  	8.030	56.04	0.1	0.03	0.13	0.03	-0.058	Normal	
20200924 14:29:21.674  	8.124	56.37	0.1	0.03	0.13	0.03	-0.058	Normal	
20200924 14:29:21.776  	8.187	56.59	0.1	0.04	0.13	0.04	-0.058	Normal	
20200924 14:29:21.907  	8.281	56.91	0.1	0.04	0.12	0.04	-0.058	Normal	
20200924 14:29:22.006  	8.378	57.25	0.1	0.04	0.12	0.04	-0.058	Normal	
20200924 14:29:22.107  	8.483	57.60	0.1	0.04	0.13	0.04	-0.058	Normal	
20200924 14:29:22.209  	8.596	57.99	0.1	0.04	0.14	0.04	-0.058	Normal	
20200924 14:29:22.308  	8.707	58.36	0.1	0.04	0.14	0.04	-0.058	Normal	
20200924 14:29:22.408  	8.843	58.81	0.1	0.04	0.13	0.04	-0.058	Normal	
20200924 14:29:22.540  	9.036	59.45	0.1	0.05	0.13	0.05	-0.058	Normal	
20200924 14:29:22.640  	9.159	59.85	0.1	0.05	0.13	0.05	-0.058	Normal	
20200924 14:29:22.741  	9.294	60.29	0.1	0.04	0.13	0.04	-0.057	Normal	
20200924 14:29:22.842  	9.448	60.79	0.1	0.05	0.13	0.05	-0.057	Normal	
20200924 14:29:22.971  	9.624	61.35	0.1	0.05	0.14	0.05	-0.058	Normal	
20200924 14:29:23.073  	9.762	61.79	0.1	0.05	0.14	0.05	-0.058	Normal	
