          V_ref,             LF,             DF,             CL,             Cd,              A,         A(Cor),        CD(Cor)
           ft/s,          (lbf),          (lbf),               ,               ,            Rad,            Rad
        31.8267,      0.0300174,     -0.0100523,       0.064408,     -0.0215692,     0.00174533,     0.00343152,     -0.0214862
        32.3547,      0.0300174,     -0.0100523,      0.0623229,     -0.0208709,     0.00174533,     0.00337694,     -0.0207933
        32.8974,      0.0300174,     -0.0100523,      0.0602838,     -0.0201881,     0.00174533,     0.00332355,     -0.0201154
        33.4841,      0.0300174,     -0.0100523,      0.0581898,     -0.0194868,     0.00174533,     0.00326873,     -0.0194191
        34.0121,      0.0300174,     -0.0100523,      0.0563972,     -0.0188865,     0.00174533,      0.0032218,     -0.0188229
        34.5254,      0.0300174,     -0.0100523,      0.0547326,     -0.0183291,     0.00174533,     0.00317822,     -0.0182691
        35.1707,      0.0300174,     -0.0100523,      0.0527425,     -0.0176626,     0.00174533,     0.00312612,      -0.017607
        35.7574,      0.0300174,     -0.0100523,       0.051026,     -0.0170878,     0.00174533,     0.00308119,     -0.0170357
        36.4614,           0.03,   -5.23598e-05,      0.0490461,   -8.56016e-05,     0.00174533,     0.00302935,   -3.74913e-05
        36.9454,           0.03,   -5.23598e-05,      0.0477694,   -8.33734e-05,     0.00174533,     0.00299593,   -3.77351e-05
        37.4734,           0.03,   -5.23598e-05,      0.0464328,   -8.10405e-05,     0.00174533,     0.00296094,   -3.79205e-05
        37.9721,           0.03,   -5.23598e-05,      0.0452212,    -7.8926e-05,     0.00174533,     0.00292922,   -3.80268e-05
        38.5441,           0.03,   -5.23598e-05,       0.043889,   -7.66008e-05,     0.00174533,     0.00289434,   -3.80759e-05
        39.1161,      0.0299825,     0.00994762,        0.04259,      0.0141306,     0.00174533,     0.00286033,      0.0141668
        39.5854,      0.0299825,     0.00994762,      0.0415861,      0.0137975,     0.00174533,     0.00283405,      0.0138321
        40.1721,      0.0299825,     0.00994762,      0.0403803,      0.0133974,     0.00174533,     0.00280248,        0.01343
        40.8028,       0.029965,      0.0199476,      0.0391189,      0.0260413,     0.00174533,     0.00276946,      0.0260719
        41.3601,       0.029965,      0.0199476,      0.0380717,      0.0253442,     0.00174533,     0.00274204,      0.0253732
        41.8734,      0.0299476,      0.0299476,      0.0371224,      0.0371224,     0.00174533,     0.00271719,      0.0371499
