Date:	9/24/2020
Time:	2:31 PM
Summary Notes:	




Data Timestamp        	q	V_ref	Alpha	NF/SF	AF/AF2	PM/YM	P	Orientation	Notes 
20200924 14:30:45.994  	0.517	14.22	4.1	0.04	-0.01	0.05	-0.061	Normal	
20200924 14:30:46.094  	0.525	14.33	4.1	0.04	-0.01	0.05	-0.061	Normal	
20200924 14:30:46.194  	0.535	14.47	4.1	0.04	-0.00	0.05	-0.061	Normal	
20200924 14:30:46.327  	0.552	14.69	4.1	0.04	-0.00	0.04	-0.062	Normal	
20200924 14:30:46.458  	0.577	15.02	4.1	0.04	-0.00	0.04	-0.061	Normal	
20200924 14:30:46.590  	0.604	15.37	4.1	0.04	0.00	0.04	-0.061	Normal	
20200924 14:30:46.690  	0.624	15.62	4.1	0.03	0.00	0.04	-0.061	Normal	
20200924 14:30:46.789  	0.646	15.90	4.1	0.04	0.00	0.04	-0.061	Normal	
20200924 14:30:46.891  	0.669	16.18	4.1	0.04	0.00	0.04	-0.061	Normal	
20200924 14:30:47.023  	0.702	16.57	4.1	0.04	0.00	0.04	-0.062	Normal	
20200924 14:30:47.154  	0.730	16.90	4.1	0.04	0.00	0.04	-0.062	Normal	
20200924 14:30:47.257  	0.758	17.21	4.1	0.04	0.00	0.04	-0.062	Normal	
20200924 14:30:47.358  	0.789	17.56	4.1	0.04	0.01	0.05	-0.062	Normal	
20200924 14:30:47.457  	0.820	17.91	4.1	0.04	0.01	0.05	-0.062	Normal	
20200924 14:30:47.591  	0.859	18.33	4.1	0.04	0.02	0.05	-0.061	Normal	
20200924 14:30:47.690  	0.888	18.64	4.1	0.04	0.02	0.05	-0.061	Normal	
20200924 14:30:47.792  	0.922	18.99	4.1	0.05	0.02	0.06	-0.061	Normal	
20200924 14:30:47.892  	0.953	19.31	4.1	0.05	0.02	0.06	-0.061	Normal	
20200924 14:30:48.023  	0.994	19.71	4.1	0.05	0.03	0.06	-0.061	Normal	
20200924 14:30:48.123  	1.026	20.03	4.1	0.05	0.02	0.06	-0.061	Normal	
20200924 14:30:48.226  	1.060	20.36	4.1	0.05	0.02	0.06	-0.061	Normal	
20200924 14:30:48.328  	1.097	20.72	4.1	0.05	0.02	0.05	-0.061	Normal	
20200924 14:30:48.428  	1.131	21.04	4.1	0.05	0.03	0.05	-0.061	Normal	
20200924 14:30:48.560  	1.183	21.51	4.1	0.05	0.03	0.06	-0.061	Normal	
20200924 14:30:48.661  	1.221	21.85	4.1	0.05	0.03	0.06	-0.061	Normal	
20200924 14:30:48.761  	1.257	22.17	4.1	0.05	0.03	0.06	-0.061	Normal	
20200924 14:30:48.892  	1.311	22.65	4.1	0.05	0.03	0.06	-0.061	Normal	
20200924 14:30:49.024  	1.365	23.11	4.1	0.05	0.03	0.05	-0.061	Normal	
20200924 14:30:49.124  	1.411	23.50	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:49.223  	1.457	23.88	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:49.324  	1.502	24.24	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:49.456  	1.568	24.77	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:49.557  	1.612	25.11	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:49.688  	1.663	25.51	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:49.790  	1.708	25.85	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:49.890  	1.754	26.19	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:49.991  	1.802	26.55	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:50.092  	1.850	26.90	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:50.194  	1.894	27.22	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:50.297  	1.936	27.52	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:50.398  	1.977	27.80	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:50.498  	2.016	28.08	4.1	0.05	0.03	0.05	-0.063	Normal	
20200924 14:30:50.629  	2.078	28.51	4.1	0.05	0.03	0.05	-0.063	Normal	
20200924 14:30:50.729  	2.125	28.83	4.1	0.05	0.03	0.05	-0.063	Normal	
20200924 14:30:50.830  	2.171	29.14	4.1	0.05	0.03	0.05	-0.063	Normal	
20200924 14:30:50.930  	2.223	29.49	4.1	0.05	0.03	0.05	-0.063	Normal	
20200924 14:30:51.032  	2.280	29.87	4.1	0.05	0.03	0.05	-0.064	Normal	
20200924 14:30:51.133  	2.333	30.21	4.1	0.05	0.03	0.05	-0.064	Normal	
20200924 14:30:51.235  	2.380	30.51	4.1	0.05	0.03	0.05	-0.064	Normal	
20200924 14:30:51.335  	2.428	30.82	4.1	0.05	0.03	0.05	-0.064	Normal	
20200924 14:30:51.437  	2.478	31.13	4.1	0.05	0.03	0.05	-0.064	Normal	
20200924 14:30:51.540  	2.544	31.54	4.1	0.05	0.03	0.05	-0.064	Normal	
20200924 14:30:51.640  	2.613	31.97	4.1	0.05	0.03	0.05	-0.063	Normal	
20200924 14:30:51.774  	2.703	32.52	4.1	0.05	0.04	0.05	-0.063	Normal	
20200924 14:30:51.906  	2.797	33.07	4.1	0.05	0.04	0.05	-0.062	Normal	
20200924 14:30:52.006  	2.868	33.49	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:52.107  	2.949	33.96	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:52.239  	3.039	34.48	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:52.340  	3.111	34.89	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:52.442  	3.185	35.30	4.1	0.05	0.03	0.05	-0.062	Normal	
20200924 14:30:52.572  	3.280	35.82	4.1	0.05	0.04	0.05	-0.062	Normal	
20200924 14:30:52.672  	3.347	36.18	4.1	0.05	0.04	0.05	-0.062	Normal	
20200924 14:30:52.773  	3.407	36.51	4.1	0.05	0.04	0.05	-0.062	Normal	
20200924 14:30:52.872  	3.474	36.86	4.1	0.05	0.03	0.06	-0.062	Normal	
20200924 14:30:52.972  	3.533	37.18	4.1	0.06	0.03	0.06	-0.062	Normal	
20200924 14:30:53.073  	3.598	37.51	4.1	0.06	0.03	0.06	-0.062	Normal	
20200924 14:30:53.206  	3.690	37.99	4.1	0.06	0.03	0.06	-0.062	Normal	
20200924 14:30:53.307  	3.772	38.41	4.1	0.06	0.03	0.06	-0.062	Normal	
20200924 14:30:53.439  	3.886	38.99	4.1	0.06	0.03	0.06	-0.062	Normal	
20200924 14:30:53.540  	3.960	39.35	4.1	0.06	0.03	0.06	-0.062	Normal	
20200924 14:30:53.673  	4.078	39.94	4.1	0.06	0.03	0.06	-0.062	Normal	
20200924 14:30:53.775  	4.162	40.35	4.1	0.06	0.03	0.06	-0.061	Normal	
20200924 14:30:53.907  	4.282	40.93	4.1	0.06	0.03	0.06	-0.061	Normal	
20200924 14:30:54.008  	4.363	41.31	4.1	0.06	0.03	0.06	-0.061	Normal	
20200924 14:30:54.108  	4.444	41.69	4.1	0.06	0.03	0.07	-0.061	Normal	
20200924 14:30:54.209  	4.548	42.18	4.1	0.06	0.03	0.07	-0.062	Normal	
20200924 14:30:54.341  	4.678	42.78	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:54.441  	4.785	43.26	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:54.574  	4.910	43.82	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:54.673  	5.001	44.23	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:54.773  	5.101	44.67	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:54.873  	5.185	45.04	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:54.973  	5.258	45.35	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:55.073  	5.325	45.64	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:55.175  	5.409	46.00	4.1	0.07	0.03	0.07	-0.063	Normal	
20200924 14:30:55.308  	5.527	46.50	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:55.407  	5.614	46.86	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:55.508  	5.705	47.24	4.1	0.08	0.03	0.07	-0.062	Normal	
20200924 14:30:55.639  	5.825	47.73	4.1	0.07	0.03	0.07	-0.062	Normal	
20200924 14:30:55.769  	5.959	48.28	4.1	0.08	0.03	0.07	-0.062	Normal	
20200924 14:30:55.868  	6.045	48.62	4.1	0.07	0.04	0.07	-0.063	Normal	
20200924 14:30:56.001  	6.180	49.16	4.1	0.08	0.04	0.08	-0.063	Normal	
20200924 14:30:56.131  	6.270	49.52	4.1	0.08	0.04	0.08	-0.063	Normal	
20200924 14:30:56.232  	6.343	49.81	4.1	0.08	0.04	0.08	-0.064	Normal	
20200924 14:30:56.365  	6.458	50.26	4.1	0.08	0.04	0.08	-0.064	Normal	
20200924 14:30:56.493  	6.600	50.81	4.1	0.08	0.04	0.08	-0.063	Normal	
20200924 14:30:56.623  	6.744	51.36	4.1	0.08	0.05	0.08	-0.063	Normal	
20200924 14:30:56.724  	6.869	51.83	4.1	0.08	0.05	0.07	-0.063	Normal	
20200924 14:30:56.856  	7.039	52.47	4.1	0.08	0.05	0.07	-0.063	Normal	
20200924 14:30:56.956  	7.177	52.98	4.1	0.08	0.05	0.07	-0.062	Normal	
20200924 14:30:57.056  	7.298	53.43	4.1	0.08	0.05	0.08	-0.062	Normal	
20200924 14:30:57.189  	7.465	54.04	4.1	0.08	0.06	0.08	-0.063	Normal	
20200924 14:30:57.292  	7.573	54.43	4.1	0.08	0.06	0.08	-0.063	Normal	
20200924 14:30:57.392  	7.661	54.74	4.1	0.08	0.05	0.08	-0.063	Normal	
20200924 14:30:57.523  	7.805	55.25	4.1	0.08	0.05	0.08	-0.063	Normal	
20200924 14:30:57.656  	7.957	55.79	4.1	0.08	0.05	0.08	-0.063	Normal	
20200924 14:30:57.758  	8.099	56.28	4.1	0.08	0.05	0.08	-0.063	Normal	
20200924 14:30:57.858  	8.223	56.71	4.1	0.08	0.05	0.08	-0.062	Normal	
20200924 14:30:57.990  	8.403	57.33	4.1	0.08	0.05	0.08	-0.062	Normal	
20200924 14:30:58.089  	8.576	57.92	4.1	0.08	0.05	0.08	-0.063	Normal	
20200924 14:30:58.190  	8.731	58.44	4.1	0.09	0.06	0.09	-0.063	Normal	
20200924 14:30:58.322  	8.949	59.17	4.1	0.08	0.05	0.08	-0.063	Normal	
20200924 14:30:58.423  	9.120	59.73	4.1	0.09	0.06	0.09	-0.063	Normal	
20200924 14:30:58.523  	9.281	60.25	4.1	0.08	0.05	0.08	-0.063	Normal	
20200924 14:30:58.656  	9.486	60.91	4.1	0.09	0.06	0.09	-0.063	Normal	
20200924 14:30:58.756  	9.634	61.39	4.1	0.09	0.06	0.09	-0.063	Normal	
20200924 14:30:58.858  	9.799	61.91	4.1	0.09	0.06	0.09	-0.063	Normal	
20200924 14:30:58.959  	9.953	62.39	4.1	0.10	0.06	0.09	-0.063	Normal	
20200924 14:30:59.059  	10.077	62.78	4.1	0.10	0.08	0.09	-0.063	Normal	
20200924 14:30:59.189  	10.269	63.38	4.1	0.10	0.08	0.10	-0.062	Normal	
20200924 14:30:59.290  	10.468	63.99	4.1	0.10	0.08	0.10	-0.062	Normal	
20200924 14:30:59.389  	10.659	64.57	4.1	0.10	0.08	0.10	-0.063	Normal	
20200924 14:30:59.491  	10.867	65.20	4.1	0.10	0.08	0.10	-0.063	Normal	
20200924 14:30:59.589  	11.080	65.83	4.1	0.11	0.10	0.10	-0.063	Normal	
20200924 14:30:59.691  	11.356	66.65	4.1	0.11	0.10	0.10	-0.063	Normal	
20200924 14:30:59.824  	11.756	67.81	4.1	0.11	0.10	0.10	-0.063	Normal	
20200924 14:30:59.924  	12.073	68.72	4.1	0.11	0.10	0.11	-0.063	Normal	
20200924 14:31:00.025  	12.397	69.64	4.1	0.11	0.10	0.11	-0.062	Normal	
20200924 14:31:00.124  	12.726	70.55	4.1	0.12	0.10	0.11	-0.062	Normal	
20200924 14:31:00.226  	12.997	71.30	4.1	0.12	0.10	0.11	-0.062	Normal	
20200924 14:31:00.328  	13.297	72.12	4.1	0.12	0.10	0.11	-0.062	Normal	
20200924 14:31:00.460  	13.616	72.98	4.1	0.13	0.10	0.11	-0.061	Normal	
20200924 14:31:00.562  	13.831	73.55	4.1	0.13	0.09	0.12	-0.061	Normal	
20200924 14:31:00.694  	14.075	74.20	4.1	0.13	0.08	0.12	-0.061	Normal	
20200924 14:31:00.794  	14.167	74.44	4.1	0.13	0.08	0.12	-0.061	Normal	
20200924 14:31:00.895  	14.256	74.67	4.1	0.13	0.08	0.12	-0.061	Normal	
20200924 14:31:01.028  	14.348	74.91	4.1	0.13	0.08	0.12	-0.061	Normal	
20200924 14:31:01.130  	14.419	75.10	4.1	0.14	0.08	0.12	-0.061	Normal	
20200924 14:31:01.231  	14.444	75.16	4.1	0.14	0.08	0.12	-0.061	Normal	
