Date:	9/10/2011
Time:	5:24 PM
Summary Notes:	




Data Timestamp        	q	V_ref	Alpha	NF/SF	AF/AF2	PM/YM	P	Orientation	Notes 
[yyyymmdd hh:mm:ss.sss]	[psf]	[mph]	[deg]	[lbf]	[lbf]	[in-lbf]	[inH2O]		
20110910 17:15:00.189  	28.301	105.21	2.2	0.71	0.18	0.38	0.065	Normal	
20110910 17:15:00.320  	28.278	105.17	2.2	0.71	0.10	0.28	0.065	Normal	
20110910 17:15:06.853  	28.515	105.61	3.9	1.14	0.20	0.85	0.065	Normal	
20110910 17:15:06.956  	28.432	105.46	4.0	1.14	0.20	0.85	0.066	Normal	
20110910 17:15:07.086  	28.268	105.15	4.0	1.12	0.20	0.84	0.065	Normal	
20110910 17:15:07.219  	28.091	104.82	4.0	1.12	0.21	0.84	0.065	Normal	
20110910 17:15:07.349  	28.000	104.65	4.0	1.10	0.20	0.84	0.064	Normal	
20110910 17:15:07.449  	27.963	104.58	4.0	1.11	0.22	0.85	0.064	Normal	
20110910 17:15:07.547  	27.953	104.57	4.0	1.14	0.13	0.86	0.063	Normal	
20110910 17:15:07.679  	28.092	104.82	4.0	1.14	0.20	0.85	0.063	Normal	
20110910 17:15:07.777  	28.237	105.09	4.0	1.16	0.23	0.89	0.063	Normal	
20110910 17:15:07.880  	28.354	105.31	4.0	1.18	0.16	0.89	0.063	Normal	
20110910 17:15:14.230  	28.534	105.65	6.1	1.71	0.20	1.57	0.064	Normal	
20110910 17:15:14.331  	28.583	105.74	6.1	1.70	0.21	1.52	0.064	Normal	
20110910 17:15:14.429  	28.510	105.60	6.1	1.69	0.21	1.51	0.064	Normal	
20110910 17:15:14.530  	28.417	105.43	6.1	1.69	0.21	1.50	0.064	Normal	
20110910 17:15:14.632  	28.349	105.30	6.1	1.69	0.21	1.52	0.064	Normal	
20110910 17:15:14.732  	28.289	105.19	6.1	1.69	0.21	1.50	0.064	Normal	
20110910 17:15:14.863  	28.291	105.20	6.1	1.70	0.19	1.50	0.063	Normal	
20110910 17:15:14.995  	28.325	105.26	6.1	1.70	0.19	1.51	0.064	Normal	
20110910 17:15:15.093  	28.415	105.42	6.1	1.70	0.18	1.50	0.064	Normal	
20110910 17:15:15.193  	28.551	105.68	6.1	1.73	0.22	1.53	0.064	Normal	
20110910 17:15:22.347  	28.102	104.84	8.0	2.10	0.18	2.01	0.063	Normal	
20110910 17:15:22.448  	28.170	104.97	8.0	2.13	0.19	2.03	0.063	Normal	
20110910 17:15:22.579  	28.280	105.18	8.0	2.13	0.20	2.03	0.063	Normal	
20110910 17:15:22.681  	28.297	105.21	8.0	2.13	0.20	2.03	0.063	Normal	
20110910 17:15:22.780  	28.339	105.28	8.0	2.12	0.24	2.00	0.063	Normal	
20110910 17:15:22.880  	28.438	105.47	8.0	2.12	0.24	2.02	0.063	Normal	
20110910 17:15:22.979  	28.439	105.47	8.0	2.12	0.23	2.00	0.063	Normal	
20110910 17:15:23.080  	28.486	105.56	8.0	2.14	0.22	1.97	0.063	Normal	
20110910 17:15:23.179  	28.426	105.45	8.0	2.14	0.23	1.96	0.063	Normal	
20110910 17:15:23.279  	28.466	105.52	8.0	2.15	0.23	2.06	0.063	Normal	
20110910 17:15:28.691  	28.277	105.17	10.0	2.58	0.22	2.46	0.064	Normal	
20110910 17:15:28.822  	28.286	105.19	10.0	2.61	0.22	2.51	0.064	Normal	
20110910 17:15:28.922  	28.368	105.34	10.0	2.60	0.22	2.49	0.064	Normal	
20110910 17:15:29.022  	28.462	105.51	10.0	2.61	0.22	2.49	0.065	Normal	
20110910 17:15:29.152  	28.545	105.67	10.0	2.63	0.22	2.49	0.065	Normal	
20110910 17:15:29.284  	28.675	105.91	10.0	2.63	0.25	2.49	0.066	Normal	
20110910 17:15:29.383  	28.674	105.90	10.0	2.63	0.25	2.51	0.066	Normal	
20110910 17:15:29.485  	28.638	105.84	10.0	2.63	0.25	2.51	0.066	Normal	
20110910 17:15:29.615  	28.622	105.81	10.0	2.61	0.21	2.47	0.067	Normal	
20110910 17:15:29.746  	28.501	105.58	10.0	2.60	0.22	2.47	0.067	Normal	
20110910 17:15:38.170  	28.200	105.03	12.0	3.09	0.16	2.95	0.065	Normal	
20110910 17:15:38.301  	28.249	105.12	12.0	3.10	0.30	3.00	0.064	Normal	
20110910 17:15:38.430  	28.173	104.97	11.9	3.09	0.16	2.95	0.065	Normal	
20110910 17:15:38.531  	28.173	104.98	11.9	3.07	0.22	2.94	0.065	Normal	
20110910 17:15:38.631  	28.231	105.08	11.9	3.10	0.23	2.97	0.065	Normal	
20110910 17:15:38.763  	28.414	105.42	11.9	3.10	0.22	2.97	0.066	Normal	
20110910 17:15:38.865  	28.520	105.62	11.9	3.11	0.23	2.98	0.066	Normal	
20110910 17:15:38.965  	28.624	105.81	11.9	3.11	0.23	2.98	0.066	Normal	
20110910 17:15:39.067  	28.810	106.16	11.9	3.17	0.23	3.08	0.066	Normal	
20110910 17:15:39.197  	28.882	106.29	11.9	3.17	0.23	3.09	0.066	Normal	
20110910 17:15:45.952  	28.242	105.10	13.9	3.56	0.18	3.46	0.063	Normal	
20110910 17:15:46.052  	28.155	104.94	13.9	3.56	0.25	3.51	0.063	Normal	
20110910 17:15:46.182  	28.161	104.95	13.9	3.59	0.25	3.55	0.063	Normal	
20110910 17:15:46.280  	28.230	105.08	13.9	3.56	0.20	3.51	0.064	Normal	
20110910 17:15:46.412  	28.248	105.11	13.9	3.59	0.25	3.52	0.065	Normal	
20110910 17:15:46.513  	28.276	105.17	13.9	3.59	0.24	3.52	0.065	Normal	
20110910 17:15:46.613  	28.415	105.42	13.9	3.59	0.24	3.51	0.066	Normal	
20110910 17:15:46.713  	28.541	105.66	13.9	3.59	0.26	3.53	0.066	Normal	
20110910 17:15:46.814  	28.574	105.72	13.9	3.59	0.26	3.55	0.066	Normal	
20110910 17:15:46.914  	28.565	105.70	13.9	3.59	0.24	3.52	0.066	Normal	
20110910 17:15:54.863  	28.521	105.62	16.1	4.13	0.22	3.99	0.066	Normal	
20110910 17:15:54.965  	28.498	105.58	16.1	4.15	0.21	3.99	0.065	Normal	
20110910 17:15:55.095  	28.508	105.60	16.0	4.15	0.22	3.99	0.066	Normal	
20110910 17:15:55.197  	28.487	105.56	15.9	4.16	0.29	4.11	0.066	Normal	
20110910 17:15:55.297  	28.419	105.43	16.0	4.14	0.21	3.97	0.066	Normal	
20110910 17:15:55.397  	28.396	105.39	15.9	4.07	0.28	4.00	0.066	Normal	
20110910 17:15:55.497  	28.267	105.15	15.9	4.07	0.28	4.00	0.066	Normal	
20110910 17:15:55.597  	28.187	105.00	16.0	4.06	0.22	3.90	0.066	Normal	
20110910 17:15:55.697  	28.167	104.96	16.0	4.04	0.25	3.89	0.066	Normal	
20110910 17:15:55.798  	28.203	105.03	15.9	4.10	0.27	4.00	0.066	Normal	
20110910 17:16:01.396  	28.457	105.50	18.0	4.66	0.28	4.43	0.064	Normal	
20110910 17:16:01.499  	28.650	105.86	18.0	4.73	0.26	4.47	0.064	Normal	
20110910 17:16:01.599  	28.770	106.08	18.0	4.76	0.26	4.47	0.064	Normal	
20110910 17:16:01.729  	28.912	106.34	18.0	4.76	0.27	4.48	0.064	Normal	
20110910 17:16:01.830  	28.890	106.30	18.0	4.75	0.29	4.48	0.064	Normal	
20110910 17:16:01.963  	28.961	106.43	18.0	4.75	0.29	4.53	0.064	Normal	
20110910 17:16:02.063  	28.989	106.48	18.0	4.70	0.28	4.40	0.064	Normal	
20110910 17:16:02.163  	28.910	106.34	18.0	4.71	0.29	4.40	0.064	Normal	
20110910 17:16:02.266  	28.930	106.38	18.0	4.74	0.29	4.40	0.064	Normal	
20110910 17:16:02.397  	28.817	106.17	18.0	4.70	0.30	4.40	0.064	Normal	
20110910 17:16:44.704  	20.729	90.04	-4.0	-0.54	0.03	-1.05	0.065	Normal	
20110910 17:16:44.805  	20.794	90.19	-4.0	-0.55	0.05	-1.06	0.065	Normal	
20110910 17:16:44.934  	20.811	90.22	-4.0	-0.55	0.06	-1.04	0.065	Normal	
20110910 17:16:45.065  	20.759	90.11	-4.0	-0.55	0.06	-1.06	0.065	Normal	
20110910 17:16:45.196  	20.671	89.92	-4.0	-0.55	0.02	-1.07	0.065	Normal	
20110910 17:16:45.298  	20.636	89.84	-4.0	-0.55	0.01	-1.07	0.064	Normal	
20110910 17:16:45.430  	20.665	89.91	-4.0	-0.55	0.01	-1.07	0.064	Normal	
20110910 17:16:45.530  	20.681	89.94	-4.0	-0.54	0.01	-1.06	0.064	Normal	
20110910 17:16:45.659  	20.773	90.14	-4.0	-0.55	0.08	-1.03	0.064	Normal	
20110910 17:16:45.791  	20.772	90.14	-4.0	-0.55	0.08	-1.03	0.065	Normal	
20110910 17:16:50.253  	20.719	90.02	-2.0	-0.21	0.10	-0.59	0.064	Normal	
20110910 17:16:50.384  	20.743	90.08	-2.0	-0.21	0.07	-0.65	0.064	Normal	
20110910 17:16:50.513  	20.766	90.13	-2.0	-0.22	0.07	-0.66	0.064	Normal	
20110910 17:16:50.613  	20.814	90.23	-2.0	-0.22	0.08	-0.63	0.064	Normal	
20110910 17:16:50.713  	20.889	90.39	-2.0	-0.22	0.10	-0.59	0.063	Normal	
20110910 17:16:50.842  	20.925	90.47	-1.9	-0.22	0.12	-0.59	0.063	Normal	
20110910 17:16:50.970  	20.988	90.61	-2.0	-0.22	0.12	-0.58	0.064	Normal	
20110910 17:16:51.072  	20.992	90.61	-2.0	-0.22	0.08	-0.64	0.064	Normal	
20110910 17:16:51.201  	21.061	90.76	-2.0	-0.22	0.06	-0.64	0.064	Normal	
20110910 17:16:51.332  	21.012	90.66	-2.0	-0.21	0.08	-0.59	0.064	Normal	
20110910 17:16:57.120  	21.130	90.91	-0.0	0.13	0.13	-0.22	0.065	Normal	
20110910 17:16:57.220  	21.196	91.05	-0.0	0.12	0.13	-0.23	0.065	Normal	
20110910 17:16:57.352  	21.231	91.13	-0.0	0.12	0.13	-0.23	0.066	Normal	
20110910 17:16:57.453  	21.183	91.03	-0.0	0.12	0.11	-0.23	0.065	Normal	
20110910 17:16:57.554  	21.161	90.98	-0.0	0.10	0.11	-0.27	0.066	Normal	
20110910 17:16:57.683  	21.048	90.74	-0.0	0.11	0.09	-0.29	0.065	Normal	
20110910 17:16:57.784  	20.946	90.52	-0.0	0.12	0.09	-0.27	0.065	Normal	
20110910 17:16:57.915  	20.820	90.24	-0.0	0.11	0.12	-0.23	0.065	Normal	
20110910 17:16:58.046  	20.748	90.09	-0.0	0.12	0.17	-0.22	0.064	Normal	
20110910 17:16:58.146  	20.742	90.07	-0.0	0.13	0.17	-0.20	0.064	Normal	
20110910 17:17:03.130  	20.926	90.47	1.9	0.47	0.16	0.19	0.064	Normal	
20110910 17:17:03.262  	20.764	90.12	1.9	0.46	0.14	0.18	0.063	Normal	
20110910 17:17:03.363  	20.692	89.96	1.9	0.46	0.12	0.17	0.063	Normal	
20110910 17:17:03.463  	20.640	89.85	1.9	0.47	0.09	0.17	0.063	Normal	
20110910 17:17:03.563  	20.601	89.77	1.9	0.47	0.09	0.17	0.063	Normal	
20110910 17:17:03.663  	20.591	89.75	1.9	0.49	0.10	0.20	0.063	Normal	
20110910 17:17:03.763  	20.625	89.82	1.9	0.49	0.12	0.20	0.063	Normal	
20110910 17:17:03.896  	20.667	89.91	1.9	0.47	0.13	0.21	0.063	Normal	
20110910 17:17:03.999  	20.704	89.99	1.9	0.47	0.15	0.21	0.063	Normal	
20110910 17:17:04.100  	20.722	90.03	1.9	0.47	0.18	0.24	0.063	Normal	
20110910 17:17:09.771  	20.717	90.02	4.2	0.83	0.14	0.62	0.064	Normal	
20110910 17:17:09.903  	20.699	89.98	4.2	0.84	0.14	0.62	0.065	Normal	
20110910 17:17:10.032  	20.683	89.94	4.2	0.84	0.14	0.62	0.065	Normal	
20110910 17:17:10.162  	20.630	89.83	4.2	0.83	0.14	0.62	0.065	Normal	
20110910 17:17:10.264  	20.620	89.81	4.2	0.82	0.14	0.61	0.065	Normal	
20110910 17:17:10.363  	20.672	89.92	4.2	0.83	0.15	0.61	0.064	Normal	
